timestamp_ms,timestamp_iso,symbol,maker_exchange,maker_bid,maker_ask,maker_mid,hl_bid,hl_ask,hl_mid,mid_spread,mid_spread_bps,buy_edge_bps,sell_edge_bps
1776144600022,2026-04-14T05:30:00.022689900+00:00,CLUSDT|xyz:CL,Binance,92.42,92.43,92.42500000000001,92.273,92.288,92.28049999999999,0.14450000000002206,15.658779482124833,-16.985827112410547,14.303051317614967
1776144601023,2026-04-14T05:30:01.023036849+00:00,CLUSDT|xyz:CL,Binance,92.39,92.4,92.39500000000001,92.27,92.287,92.27850000000001,0.11650000000000205,12.624825934535352,-14.069264069265113,11.160835220561339
1776144602022,2026-04-14T05:30:02.022609342+00:00,CLUSDT|xyz:CL,Binance,92.39,92.4,92.39500000000001,92.238,92.27,92.25399999999999,0.14100000000001955,15.283890129427403,-17.532467532468196,13.005310501788722
1776144603023,2026-04-14T05:30:03.023265697+00:00,CLUSDT|xyz:CL,Binance,92.39,92.4,92.39500000000001,92.253,92.262,92.2575,0.13750000000001705,14.903937349268848,-15.90909090909151,13.873534066029363
1776144604022,2026-04-14T05:30:04.022468559+00:00,CLUSDT|xyz:CL,Binance,92.39,92.4,92.39500000000001,92.239,92.261,92.25,0.14500000000001023,15.718157181572925,-17.42424242424257,13.982072598389882
1776144605023,2026-04-14T05:30:05.023267159+00:00,CLUSDT|xyz:CL,Binance,92.43,92.44,92.435,92.24,92.259,92.2495,0.18550000000000466,20.108510073225837,-21.635655560363784,18.534777094918272
1776144606022,2026-04-14T05:30:06.022989945+00:00,CLUSDT|xyz:CL,Binance,92.43,92.44,92.435,92.259,92.274,92.26650000000001,0.16849999999999454,18.262316225281605,-19.580268282128667,16.906170752325238
1776144607022,2026-04-14T05:30:07.022493965+00:00,CLUSDT|xyz:CL,Binance,92.44,92.45,92.445,92.272,92.28,92.27600000000001,0.16899999999998272,18.314621353329436,-19.25365062195752,17.338534893801103
1776144608022,2026-04-14T05:30:08.022864249+00:00,CLUSDT|xyz:CL,Binance,92.44,92.45,92.445,92.276,92.283,92.2795,0.16549999999999443,17.934644205917287,-18.820984315847117,17.01288427987782
1776144609023,2026-04-14T05:30:09.023268358+00:00,CLUSDT|xyz:CL,Binance,92.43,92.44,92.435,92.276,92.284,92.28,0.15500000000000114,16.7967056783703,-17.741237559498213,15.820727320012221
1776144610023,2026-04-14T05:30:10.023187532+00:00,CLUSDT|xyz:CL,Binance,92.43,92.44,92.435,92.275,92.284,92.27950000000001,0.1554999999999893,16.850979903444347,-17.84941583729901,15.820727320012221
1776144611022,2026-04-14T05:30:11.022375634+00:00,CLUSDT|xyz:CL,Binance,92.44,92.45,92.445,92.277,92.287,92.28200000000001,0.1629999999999825,17.663249604471346,-18.712817739318748,16.578716395591098
1776144612022,2026-04-14T05:30:12.022935783+00:00,CLUSDT|xyz:CL,Binance,92.44,92.45,92.445,92.276,92.286,92.281,0.16399999999998727,17.771805680474557,-18.820984315847117,16.68725483821992
1776144613022,2026-04-14T05:30:13.022996427+00:00,CLUSDT|xyz:CL,Binance,92.44,92.45,92.445,92.276,92.286,92.281,0.16399999999998727,17.771805680474557,-18.820984315847117,16.68725483821992
1776144614022,2026-04-14T05:30:14.022753381+00:00,CLUSDT|xyz:CL,Binance,92.44,92.45,92.445,92.276,92.284,92.28,0.16499999999999204,17.880364109231905,-18.820984315847117,16.90433878028604
1776144615023,2026-04-14T05:30:15.023271300+00:00,CLUSDT|xyz:CL,Binance,92.42,92.43,92.42500000000001,92.278,92.283,92.2805,0.14450000000000784,15.658779482123292,-16.444877204370986,14.845637874798223
1776144616022,2026-04-14T05:30:16.022367911+00:00,CLUSDT|xyz:CL,Binance,92.42,92.43,92.42500000000001,92.278,92.28,92.279,0.146000000000015,15.821584542530262,-16.444877204370986,15.171218032076352
1776144617023,2026-04-14T05:30:17.023013720+00:00,CLUSDT|xyz:CL,Binance,92.42,92.43,92.42500000000001,92.278,92.279,92.27850000000001,0.14650000000000318,15.875854072184005,-16.444877204370986,15.279749455456317
1776144618023,2026-04-14T05:30:18.023298832+00:00,CLUSDT|xyz:CL,Binance,92.42,92.43,92.42500000000001,92.278,92.279,92.27850000000001,0.14650000000000318,15.875854072184005,-16.444877204370986,15.279749455456317
1776144619022,2026-04-14T05:30:19.022701918+00:00,CLUSDT|xyz:CL,Binance,92.43,92.44,92.435,92.278,92.28,92.279,0.1560000000000059,16.905254716675074,-17.524881003893544,16.254876462939496
1776144620022,2026-04-14T05:30:20.022978430+00:00,CLUSDT|xyz:CL,Binance,92.43,92.44,92.435,92.279,92.289,92.28399999999999,0.15100000000001046,16.362533050150674,-17.416702726092748,15.278093813997913
