timestamp_ms,timestamp_iso,symbol,maker_exchange,maker_bid,maker_ask,maker_mid,hl_bid,hl_ask,hl_mid,mid_spread,mid_spread_bps,buy_edge_bps,sell_edge_bps
1776221291938,2026-04-15T02:48:11.938574283+00:00,CLUSDT|xyz:CL,Binance,88.28,88.29,88.285,88.277,88.288,88.2825,0.0024999999999977263,0.28318183105346206,-1.4724204326656731,-0.9061254077559313
1776221292939,2026-04-15T02:48:12.939038405+00:00,CLUSDT|xyz:CL,Binance,88.28,88.29,88.285,88.276,88.288,88.282,0.0030000000000001137,0.33982012188216326,-1.5856835428712204,-0.9061254077559313
1776221293939,2026-04-15T02:48:13.939352537+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.272,88.273,88.27250000000001,0.0024999999999977263,0.2832139114670737,-0.9062075215219264,-0.3398547687288428
1776221294938,2026-04-15T02:48:14.938668929+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.259,88.261,88.25999999999999,0.01500000000001478,1.6995241332443667,-2.3787947439964654,1.0197029265474378
1776221295939,2026-04-15T02:48:15.939307287+00:00,CLUSDT|xyz:CL,Binance,88.26,88.27,88.265,88.26,88.271,88.2655,-0.0005000000000023874,-0.05664727441666193,-1.1328877308248448,-1.2461623862871927
1776221296938,2026-04-15T02:48:16.938937552+00:00,CLUSDT|xyz:CL,Binance,88.26,88.27,88.265,88.26,88.271,88.2655,-0.0005000000000023874,-0.05664727441666193,-1.1328877308248448,-1.2461623862871927
1776221297938,2026-04-15T02:48:17.938596931+00:00,CLUSDT|xyz:CL,Binance,88.26,88.27,88.265,88.261,88.277,88.269,-0.0040000000000048885,-0.45316022612750667,-1.0195989577433262,-1.9257564257956101
1776221298938,2026-04-15T02:48:18.938593287+00:00,CLUSDT|xyz:CL,Binance,88.26,88.27,88.265,88.257,88.277,88.267,-0.001999999999995339,-0.2265852470340375,-1.4727540500726204,-1.9257564257956101
1776221299938,2026-04-15T02:48:19.938666890+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.258,88.277,88.2675,0.00750000000000739,0.8496898632007692,-2.4920706841873095,-0.7929585282695383
1776221300938,2026-04-15T02:48:20.938732558+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.259,88.277,88.268,0.007000000000005002,0.7930393800703541,-2.3787947439964654,-0.7929585282695383
1776221301939,2026-04-15T02:48:21.939607037+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.258,88.259,88.2585,0.01650000000000773,1.869508319312897,-2.4920706841873095,1.2463318188508457
1776221302939,2026-04-15T02:48:22.939349016+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.258,88.276,88.267,0.008000000000009777,0.90634098813937,-2.4920706841873095,-0.6796864379899664
1776221303938,2026-04-15T02:48:23.938687008+00:00,CLUSDT|xyz:CL,Binance,88.26,88.27,88.265,88.253,88.269,88.261,0.0040000000000048885,0.45320130068828685,-1.9259091424035242,-1.0196105087856824
1776221304939,2026-04-15T02:48:24.939284847+00:00,CLUSDT|xyz:CL,Binance,88.26,88.27,88.265,88.253,88.269,88.261,0.0040000000000048885,0.45320130068828685,-1.9259091424035242,-1.0196105087856824
1776221305939,2026-04-15T02:48:25.939097615+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.254,88.265,88.2595,0.015500000000002956,1.7561848866131073,-2.945174444947468,0.5664759530952759
1776221306939,2026-04-15T02:48:26.939375789+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.256,88.28,88.268,0.007000000000005002,0.7930393800703541,-2.7186225645673887,-1.1327594019036153
1776221307939,2026-04-15T02:48:27.939112698+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.257,88.28,88.2685,0.006500000000002615,0.7363895387372182,-2.6053466243765446,-1.1327594019036153
1776221308939,2026-04-15T02:48:28.939280552+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.258,88.28,88.269,0.006000000000000227,0.679740339190455,-2.4920706841873095,-1.1327594019036153
1776221309938,2026-04-15T02:48:29.938572389+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.259,88.28,88.2695,0.005500000000012051,0.6230917814207683,-2.3787947439964654,-1.1327594019036153
1776221310939,2026-04-15T02:48:30.939283566+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.259,88.28,88.2695,0.005500000000012051,0.6230917814207683,-2.3787947439964654,-1.1327594019036153
1776221311938,2026-04-15T02:48:31.938955724+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.26,88.279,88.2695,0.005500000000012051,0.6230917814207683,-2.265518803805621,-1.0194950101383502
1776221312939,2026-04-15T02:48:32.939167930+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.26,88.28,88.27000000000001,0.0049999999999954525,0.5664438654124223,-2.265518803805621,-1.1327594019036153
1776221313938,2026-04-15T02:48:33.938576534+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.258,88.28,88.269,0.006000000000000227,0.679740339190455,-2.4920706841873095,-1.1327594019036153
1776221314939,2026-04-15T02:48:34.939270169+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.259,88.28,88.2695,0.005500000000012051,0.6230917814207683,-2.3787947439964654,-1.1327594019036153
1776221315938,2026-04-15T02:48:35.938678197+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.26,88.283,88.2715,0.003500000000002501,0.3965039678721332,-2.265518803805621,-1.4725371815644268
1776221316939,2026-04-15T02:48:36.939302431+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.262,88.283,88.27250000000001,0.0024999999999977263,0.2832139114670737,-2.0389669234255416,-1.4725371815644268
1776221317938,2026-04-15T02:48:37.938618882+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.262,88.283,88.27250000000001,0.0024999999999977263,0.2832139114670737,-2.0389669234255416,-1.4725371815644268
1776221318938,2026-04-15T02:48:38.938913496+00:00,CLUSDT|xyz:CL,Binance,88.27,88.28,88.275,88.264,88.283,88.2735,0.0015000000000071623,0.16992642186014628,-1.8124150430454626,-1.4725371815644268
1776221319938,2026-04-15T02:48:39.938603558+00:00,CLUSDT|xyz:CL,Binance,88.26,88.27,88.265,88.26,88.279,88.2695,-0.004499999999993065,-0.5098023666150896,-1.1328877308248448,-2.152267243624333
1776221320938,2026-04-15T02:48:40.938736670+00:00,CLUSDT|xyz:CL,Binance,88.26,88.27,88.265,88.262,88.282,88.27199999999999,-0.006999999999990791,-0.7930034438996276,-0.9063101846601979,-2.4920142271347907
1776221321939,2026-04-15T02:48:41.939615063+00:00,CLUSDT|xyz:CL,Binance,88.29,88.3,88.295,88.262,88.274,88.268,0.027000000000001023,3.058866180269296,-4.303510758776524,1.8125382332289626
1776221322939,2026-04-15T02:48:42.939242493+00:00,CLUSDT|xyz:CL,Binance,88.29,88.3,88.295,88.268,88.274,88.271,0.02400000000000091,2.7188997519005005,-3.6240090600222508,1.8125382332289626
1776221323939,2026-04-15T02:48:43.939586954+00:00,CLUSDT|xyz:CL,Binance,88.28,88.29,88.285,88.27,88.291,88.28049999999999,0.004500000000007276,0.5097388437998512,-2.2652622041012833,-1.2458801010290608
1776221324938,2026-04-15T02:48:44.938589128+00:00,CLUSDT|xyz:CL,Binance,88.28,88.29,88.285,88.272,88.299,88.28550000000001,-0.0005000000000165983,-0.05663444167123686,-2.0387359836901893,-2.1517797483556387
1776221325939,2026-04-15T02:48:45.939037447+00:00,CLUSDT|xyz:CL,Binance,88.28,88.29,88.285,88.28,88.297,88.2885,-0.003500000000002501,-0.39642762081160077,-1.1326311020506417,-1.9253202260547817
1776221326939,2026-04-15T02:48:46.939251457+00:00,CLUSDT|xyz:CL,Binance,88.28,88.29,88.285,88.276,88.295,88.2855,-0.0005000000000023874,-0.05663444166962723,-1.5856835428712204,-1.6988504445325971
1776221327938,2026-04-15T02:48:47.938611747+00:00,CLUSDT|xyz:CL,Binance,88.28,88.29,88.285,88.276,88.295,88.2855,-0.0005000000000023874,-0.05663444166962723,-1.5856835428712204,-1.6988504445325971
1776221328939,2026-04-15T02:48:48.939409036+00:00,CLUSDT|xyz:CL,Binance,88.28,88.29,88.285,88.276,88.295,88.2855,-0.0005000000000023874,-0.05663444166962723,-1.5856835428712204,-1.6988504445325971
1776221329939,2026-04-15T02:48:49.939011607+00:00,CLUSDT|xyz:CL,Binance,88.28,88.29,88.285,88.277,88.295,88.286,-0.0010000000000047748,-0.11326824185089084,-1.4724204326656731,-1.6988504445325971
1776221330939,2026-04-15T02:48:50.939618510+00:00,CLUSDT|xyz:CL,Binance,88.28,88.29,88.285,88.28,88.295,88.2875,-0.0024999999999977263,-0.283165793571879,-1.1326311020506417,-1.6988504445325971
1776221331939,2026-04-15T02:48:51.939108521+00:00,CLUSDT|xyz:CL,Binance,88.29,88.3,88.295,88.282,88.295,88.2885,0.006500000000002615,0.7362227243641715,-2.038505096262818,-0.5662834815103293
1776221332939,2026-04-15T02:48:52.939089185+00:00,CLUSDT|xyz:CL,Binance,88.29,88.3,88.295,88.277,88.295,88.286,0.009000000000000341,1.0194141766531886,-2.604756511890842,-0.5662834815103293
1776221333938,2026-04-15T02:48:53.938983404+00:00,CLUSDT|xyz:CL,Binance,88.29,88.3,88.295,88.277,88.295,88.286,0.009000000000000341,1.0194141766531886,-2.604756511890842,-0.5662834815103293
1776221334938,2026-04-15T02:48:54.938708889+00:00,CLUSDT|xyz:CL,Binance,88.29,88.3,88.295,88.296,88.306,88.301,-0.006000000000000227,-0.6794940034654451,-0.4530011325017755,-1.8118814123605569
1776221335938,2026-04-15T02:48:55.938804433+00:00,CLUSDT|xyz:CL,Binance,88.31,88.32,88.315,88.298,88.315,88.3065,0.008499999999997954,0.9625565501970924,-2.490942028984529,-0.5661552397662292
1776221336938,2026-04-15T02:48:56.938856803+00:00,CLUSDT|xyz:CL,Binance,88.31,88.32,88.315,88.299,88.321,88.31,0.0049999999999954525,0.5661872947565907,-2.3777173913028293,-1.245456912851494
