timestamp,symbol,maker_exchange,side,size,price,notional_usd,order_id,client_order_id,source
2026-04-14T11:59:07.024279284+00:00,CLUSDT,Binance,SELL,0.972762645914397,92.52,90.0,284414722,xl-7d40f7e6338a4c2d8b09c3262ae16eeb,main_loop_limit_order_normal
2026-04-14T12:03:58.824878786+00:00,CLUSDT,Binance,SELL,0.9753982876341173,92.73,90.4486832123117,284481680,xl-51978425630340fcb9d67c3e804f4b5d,main_loop_limit_order_normal
2026-04-14T12:04:07.325145510+00:00,CLUSDT,Binance,SELL,0.9746588693957114,92.34,90.0,284483151,xl-57f73a1758474b8585a8335a9f7f1de1,main_loop_limit_order_normal
2026-04-14T12:04:10.374252123+00:00,CLUSDT,Binance,SELL,0.9744478129060199,92.36,90.0,284483673,xl-a6f60f5c853f4b6f8db5c5c408b24311,main_loop_limit_order_normal
2026-04-14T12:05:31.775180851+00:00,CLUSDT,Binance,SELL,0.9741313995021106,92.39,90.0,284495782,xl-dadcc9e8a3c0421a874b9afc4f101489,main_loop_limit_order_normal
2026-04-14T12:06:56.924224873+00:00,CLUSDT,Binance,SELL,0.9752925877763329,92.44,90.1560468140442,284506318,xl-4f5f581f9575476f98c9e6d09d94ae9c,main_loop_limit_order_normal
2026-04-14T12:07:04.424011864+00:00,CLUSDT,Binance,SELL,0.975609756097561,92.44,90.18536585365854,284507233,xl-bc22add4e66c435aaf45b250eb3534a8,main_loop_limit_order_normal
2026-04-14T12:07:07.475222604+00:00,CLUSDT,Binance,SELL,0.9751869108245746,92.44,90.14627803662368,284507727,xl-b3ffd1438a8e4bebb6028ede50e1e0c9,main_loop_limit_order_normal
2026-04-14T12:07:17.324405578+00:00,CLUSDT,Binance,SELL,0.9757155247181267,92.44,90.19514310494363,284509093,xl-664d044cbd3647699b43d4e24a78d952,main_loop_limit_order_normal
2026-04-14T12:07:37.424554699+00:00,CLUSDT,Binance,SELL,0.9753982876341173,92.44,90.1658177088978,284512021,xl-0bf6be1be74d475b91cb6804bbc014b3,main_loop_limit_order_normal
2026-04-14T12:07:54.674965790+00:00,CLUSDT,Binance,SELL,0.9757155247181267,92.24,90.0,284513923,xl-348bad2861c54a2ab735d6d548594421,main_loop_limit_order_normal
2026-04-14T12:11:30.176578250+00:00,CLUSDT,Binance,SELL,0.9750812567713977,92.3,90.0,284550450,xl-c3c8092974d34f239ebc11c972f1cd03,main_loop_limit_order_normal
2026-04-14T12:12:02.175494569+00:00,CLUSDT,Binance,SELL,0.9747644319289506,92.33,90.0,284555939,xl-a96dfbee7a18481c92bddf02de1c2da7,main_loop_limit_order_normal
2026-04-14T12:12:06.174728185+00:00,CLUSDT,Binance,SELL,0.974342318934719,92.37,90.0,284557291,xl-b00540fc8a0d4a9faecfdc86da9c3a15,main_loop_limit_order_normal
2026-04-14T12:12:09.224533765+00:00,CLUSDT,Binance,SELL,0.9744478129060199,92.36,90.0,284557873,xl-f652e932e4bc49fca057db0e20cc5180,main_loop_limit_order_normal
2026-04-14T12:12:19.125253766+00:00,CLUSDT,Binance,SELL,0.9746588693957114,92.34,90.0,284559008,xl-0ffe5310e7c9413ea1e9cbe2e45cd719,main_loop_limit_order_normal
2026-04-14T12:14:39.125433788+00:00,CLUSDT,Binance,SELL,0.974342318934719,92.37,90.0,284575888,xl-0d259a8238944e5aac15b2917ca9cbb6,main_loop_limit_order_normal
2026-04-14T12:14:44.125129059+00:00,CLUSDT,Binance,SELL,0.9747644319289506,92.33,90.0,284576587,xl-f06ae39681d04b408865ef91bf76692e,main_loop_limit_order_normal
2026-04-14T12:16:05.924942929+00:00,CLUSDT,Binance,SELL,0.975504010405376,92.26,90.0,284586504,xl-969af69c6f374f90a2bc66b1c99c9bb8,main_loop_limit_order_normal
2026-04-14T12:16:08.974768753+00:00,CLUSDT,Binance,SELL,0.9751869108245746,92.29,90.0,284586942,xl-21ae299618234eb6ad85138ce721141f,main_loop_limit_order_normal
2026-04-14T12:16:14.725236024+00:00,CLUSDT,Binance,SELL,0.975504010405376,92.26,90.0,284589200,xl-f73f6b7300b240da9d4678180d86b701,main_loop_limit_order_normal
2026-04-14T12:17:13.676776425+00:00,CLUSDT,Binance,SELL,0.9750812567713977,92.3,90.0,284599058,xl-a08dab48ad2c41ceabcee6a64d46acdf,main_loop_limit_order_normal
2026-04-14T12:17:16.724726239+00:00,CLUSDT,Binance,SELL,0.9749756256093598,92.31,90.0,284599535,xl-2a4c3824137d4e939f7d97bd22dd3c64,main_loop_limit_order_normal
2026-04-14T12:17:30.825258336+00:00,CLUSDT,Binance,SELL,0.975609756097561,92.25,90.0,284601297,xl-a80c2cf3a4f44515810544f5b878e9de,main_loop_limit_order_normal
2026-04-14T12:17:33.874905804+00:00,CLUSDT,Binance,SELL,0.9758213162745311,92.23,90.0,284601828,xl-f3c54d6297114eaa81a1cfa8b35f6aeb,main_loop_limit_order_normal
2026-04-14T12:17:48.073940587+00:00,CLUSDT,Binance,SELL,0.9764565476836281,92.17,90.0,284603687,xl-3fd8b457647e4a0882ca8b6e9b62f296,main_loop_limit_order_normal
2026-04-14T12:17:52.924227653+00:00,CLUSDT,Binance,SELL,0.9771986970684038,92.10000000000001,90.0,284605598,xl-df767cf939b54ae68435545d81523086,main_loop_limit_order_normal
2026-04-14T12:19:22.275861496+00:00,CLUSDT,Binance,SELL,0.9767744736270892,92.14,90.0,284618005,xl-3094c60e0ded42678cf6c4b25f54f9dc,main_loop_limit_order_normal
2026-04-14T12:19:32.324448265+00:00,CLUSDT,Binance,SELL,0.9763506183553915,92.18,90.0,284619460,xl-a340216ea08d4b14bb170e14cabec3d8,main_loop_limit_order_normal
2026-04-14T12:20:15.074001632+00:00,CLUSDT,Binance,SELL,0.9767744736270892,92.14,90.0,284624243,xl-5f010cb67da6457f894baacdb642ca0b,main_loop_limit_order_normal
2026-04-14T12:20:18.124670130+00:00,CLUSDT,Binance,SELL,0.9767744736270892,92.14,90.0,284624304,xl-ec3be2dccdb6418faeb0fe6347eabdd5,main_loop_limit_order_normal
2026-04-14T12:20:27.024936698+00:00,CLUSDT,Binance,SELL,0.9770926066659429,92.11,90.0,284625087,xl-984ab98a010c4e918169fd4e3f9cc1af,main_loop_limit_order_normal
2026-04-14T12:23:19.924105235+00:00,CLUSDT,Binance,SELL,0.9768804949527842,92.13,90.0,284648859,xl-1790158b71aa4800b853265d33a8a2fd,main_loop_limit_order_normal
2026-04-14T12:24:39.124836468+00:00,CLUSDT,Binance,SELL,0.9778357235984354,92.04,90.0,284661105,xl-26202787dc674b8999b11cb96df683a1,main_loop_limit_order_normal
2026-04-14T12:24:48.224928997+00:00,CLUSDT,Binance,SELL,0.9767744736270892,92.14,90.0,284663725,xl-7b076580e17049fb9c225c3e08bfe130,main_loop_limit_order_normal
2026-04-14T12:24:54.175120042+00:00,CLUSDT,Binance,SELL,0.9774109470026064,92.08,90.0,284665152,xl-2c655dae1da6453fbf82f490c17e75a9,main_loop_limit_order_normal
2026-04-14T12:28:29.224380799+00:00,CLUSDT,Binance,SELL,0.979538528515455,92.21,90.3232477144101,284734170,xl-9e15ab602f3d4173b19554dafe0639bb,main_loop_limit_order_normal
2026-04-14T12:28:36.924102431+00:00,CLUSDT,Binance,SELL,0.9790057652561731,91.93,90.0,284737015,xl-42fff4c26f1741929b334a590f27415f,main_loop_limit_order_normal
2026-04-14T12:34:08.825060699+00:00,CLUSDT,Binance,SELL,0.979538528515455,91.95,90.06856769699608,284800689,xl-55308797b7734a11802085b60f991f53,main_loop_limit_order_normal
2026-04-14T12:34:20.924622797+00:00,CLUSDT,Binance,SELL,0.9798584648884049,91.85000000000001,90.0,284804422,xl-d61c97e0d69c473882811e735c0daa21,main_loop_limit_order_normal
2026-04-14T12:35:39.724270205+00:00,CLUSDT,Binance,SELL,0.9800718719372754,91.83,90.0,284820163,xl-c8a8986342114d98b40c525dfbf69177,main_loop_limit_order_normal
2026-04-14T12:37:07.024837406+00:00,CLUSDT,Binance,SELL,0.9797517962116264,91.86,90.0,284831457,xl-b8913d15eff84c82bd105232bdc30632,main_loop_limit_order_normal
2026-04-14T12:37:21.374469505+00:00,CLUSDT,Binance,SELL,0.9797517962116264,91.86,90.0,284833471,xl-b190de3d9bba45779d6b3feed88d9578,main_loop_limit_order_normal
2026-04-14T12:37:28.074663060+00:00,CLUSDT,Binance,SELL,0.9792188010009792,91.91,90.0,284834008,xl-1dc54a3a9305411cb2c509f4df5cbd44,main_loop_limit_order_normal
2026-04-14T12:37:42.373981171+00:00,CLUSDT,Binance,SELL,0.9787928221859706,91.95,90.0,284835264,xl-4df9ea930fb84785841d94c493d50265,main_loop_limit_order_normal
2026-04-14T12:37:45.424218267+00:00,CLUSDT,Binance,SELL,0.978579971729912,91.97,90.0,284835663,xl-ec34e944226a4727bf07a25c24f20d9a,main_loop_limit_order_normal
2026-04-14T12:37:59.375072029+00:00,CLUSDT,Binance,SELL,0.97911227154047,91.92,90.0,284838319,xl-d351132a26be48e5ab3e8c9879b2e73f,main_loop_limit_order_normal
2026-04-14T12:38:05.824699398+00:00,CLUSDT,Binance,SELL,0.9787928221859706,91.95,90.0,284838877,xl-48b6845b5a3948199432fd827f7c8c20,main_loop_limit_order_normal
2026-04-14T12:38:37.124656957+00:00,CLUSDT,Binance,SELL,0.979538528515455,91.88,90.0,284842400,xl-59c84cc1aa514097acde542026d9bd0f,main_loop_limit_order_normal
2026-04-14T12:39:03.124727795+00:00,CLUSDT,Binance,SELL,0.9793253536452665,91.9,90.0,284846570,xl-aa0c8abf8c874c20a90b3afc9d3c4cc3,main_loop_limit_order_normal
2026-04-14T12:39:37.024424091+00:00,CLUSDT,Binance,SELL,0.9796451507565037,91.87,90.0,284851507,xl-34a5a71a997a42ce944d50b9a25d88b5,main_loop_limit_order_normal
2026-04-14T12:39:45.174798797+00:00,CLUSDT,Binance,SELL,0.979538528515455,91.88,90.0,284852390,xl-789a212889c742a699f7e8d9fcc5d9c6,main_loop_limit_order_normal
2026-04-14T12:39:48.224060144+00:00,CLUSDT,Binance,SELL,0.9792188010009792,91.91,90.0,284852695,xl-6feb0474618f4ec582b3b8891bbc1f9a,main_loop_limit_order_normal
2026-04-14T12:39:59.874429878+00:00,CLUSDT,Binance,SELL,0.978579971729912,91.97,90.0,284854155,xl-20989c9112d14c459d682089533a27f3,main_loop_limit_order_normal
2026-04-14T12:40:16.824913819+00:00,CLUSDT,Binance,SELL,0.9779419754427904,92.03,90.0,284858310,xl-e0a0c1cd56c042738702a4987f1a0f40,main_loop_limit_order_normal
2026-04-14T12:40:29.675315296+00:00,CLUSDT,Binance,SELL,0.9782608695652174,92.0,90.0,284859627,xl-72170ee5aa364fe780f914b16d6bc94a,main_loop_limit_order_normal
2026-04-14T12:41:01.924237596+00:00,CLUSDT,Binance,SELL,0.9779419754427904,92.03,90.0,284866055,xl-29be690cd44043d6a91ff0b2141bbd3e,main_loop_limit_order_normal
2026-04-14T12:41:04.974509313+00:00,CLUSDT,Binance,SELL,0.977729494839761,92.05,90.0,284866376,xl-841d32d730e54408bd055e3195ad9853,main_loop_limit_order_normal
2026-04-14T12:41:17.175353226+00:00,CLUSDT,Binance,SELL,0.97836721382759,91.99,90.0,284870336,xl-cdbcebdcbe9247b2a2cddd7b8fdc8e63,main_loop_limit_order_normal
2026-04-14T12:41:48.724427338+00:00,CLUSDT,Binance,SELL,0.97911227154047,91.92,90.0,284876280,xl-b878b973980841799e8ebe73a3f50da6,main_loop_limit_order_normal
2026-04-14T12:43:23.974496039+00:00,CLUSDT,Binance,SELL,0.9786863853849499,91.96000000000001,90.0,284886960,xl-5344788165ef4522ab2092c3aae4053e,main_loop_limit_order_normal
2026-04-14T12:43:37.424805162+00:00,CLUSDT,Binance,SELL,0.97836721382759,91.99,90.0,284889223,xl-a86b53a8981f4522af47166251cc46ac,main_loop_limit_order_normal
2026-04-14T12:45:02.474748420+00:00,CLUSDT,Binance,SELL,0.9776232891592439,92.06,90.0,284914442,xl-01cd6fa15d654fa2a504d68ccb42dabd,main_loop_limit_order_normal
2026-04-14T12:45:21.825481907+00:00,CLUSDT,Binance,SELL,0.9779419754427904,92.03,90.0,284918252,xl-9413ec690fa24f5fb4b22e6f15f16993,main_loop_limit_order_normal
2026-04-14T12:45:28.924055121+00:00,CLUSDT,Binance,SELL,0.9784735812133072,91.98,90.0,284920675,xl-8ea63d1fa6304df3a072c6938f1577c7,main_loop_limit_order_normal
2026-04-14T12:45:31.975398686+00:00,CLUSDT,Binance,SELL,0.97836721382759,91.99,90.0,284921286,xl-ff390f89c320473d9a6330fad885884f,main_loop_limit_order_normal
2026-04-14T12:45:42.374431661+00:00,CLUSDT,Binance,SELL,0.9786863853849499,91.96000000000001,90.0,284923855,xl-6e26f5b5162f4c4aaf160e3e6db1681f,main_loop_limit_order_normal
2026-04-14T12:45:45.425437867+00:00,CLUSDT,Binance,SELL,0.97836721382759,91.99,90.0,284925115,xl-555d23d1f1674bf0a624fd1c933de689,main_loop_limit_order_normal
2026-04-14T12:45:51.524459345+00:00,CLUSDT,Binance,SELL,0.9781545484186501,92.01,90.0,284927147,xl-8127a3efe7f945ac855956508cc2f39b,main_loop_limit_order_normal
2026-04-14T12:47:13.374777093+00:00,CLUSDT,Binance,SELL,0.9778357235984354,92.04,90.0,284944077,xl-8d6257b933f54ebfb00ce2f68a087811,main_loop_limit_order_normal
2026-04-14T12:47:42.724961243+00:00,CLUSDT,Binance,SELL,0.9781545484186501,92.01,90.0,284952380,xl-ce66addf536148baa023e200a4238918,main_loop_limit_order_normal
2026-04-14T12:47:49.125699578+00:00,CLUSDT,Binance,SELL,0.9784735812133072,91.98,90.0,284953745,xl-b95acb01af014391bafd8e77f28bd92a,main_loop_limit_order_normal
2026-04-14T12:47:55.124481835+00:00,CLUSDT,Binance,SELL,0.9787928221859706,91.95,90.0,284956719,xl-1c23b5a694de4eb288105fb0dc2b288c,main_loop_limit_order_normal
2026-04-14T12:48:24.326360655+00:00,CLUSDT,Binance,SELL,0.9793253536452665,91.9,90.0,284966335,xl-b5d0822cd56c4cab81a041d4d9cd245b,main_loop_limit_order_normal
2026-04-14T12:48:45.474746636+00:00,CLUSDT,Binance,SELL,0.9798584648884049,91.85000000000001,90.0,284974588,xl-9037b3b30b4646389487d27fd0226af8,main_loop_limit_order_normal
2026-04-14T12:48:48.525296846+00:00,CLUSDT,Binance,SELL,0.9797517962116264,91.86,90.0,284975172,xl-f59efbeb2ad44648974f3156f8293901,main_loop_limit_order_normal
2026-04-14T12:49:02.424511154+00:00,CLUSDT,Binance,SELL,0.9804989650288701,91.79,90.0,284982158,xl-0e39241fe2924d91808063959177d764,main_loop_limit_order_normal
2026-04-14T12:49:31.374914087+00:00,CLUSDT,Binance,SELL,0.9810333551340746,91.74,90.0,284997127,xl-6ea69427dd0347fbb854e6a923f49129,main_loop_limit_order_normal
2026-04-14T12:49:55.076055417+00:00,CLUSDT,Binance,SELL,0.9806057964698192,91.78,90.0,285009491,xl-54c06bd955ca4a79b058e5f293a238b3,main_loop_limit_order_normal
2026-04-14T12:49:58.125334072+00:00,CLUSDT,Binance,SELL,0.9804989650288701,91.79,90.0,285012419,xl-b8c07510d54e49058e8674fcd6e8cc3b,main_loop_limit_order_normal
2026-04-14T12:50:01.175251446+00:00,CLUSDT,Binance,SELL,0.9806057964698192,91.78,90.0,285014106,xl-afc24fdd779144db825a81e8db5d6622,main_loop_limit_order_normal
2026-04-14T12:50:06.874093037+00:00,CLUSDT,Binance,SELL,0.9806057964698192,91.78,90.0,285018005,xl-348b4ad8c966491da97a30feaf308921,main_loop_limit_order_normal
2026-04-14T12:50:15.574749949+00:00,CLUSDT,Binance,SELL,0.9797517962116264,91.86,90.0,285029408,xl-e540106ac877486b809a3c793af5402e,main_loop_limit_order_normal
2026-04-14T12:50:18.824701532+00:00,CLUSDT,Binance,SELL,0.9800718719372754,91.83,90.0,285032876,xl-90c24ffb1cf94dc9944a184f015dbc04,main_loop_limit_order_normal
2026-04-14T12:50:21.975456039+00:00,CLUSDT,Binance,SELL,0.97911227154047,91.92,90.0,285036644,xl-628d64b361bf45e7ae6de5c5c8ef682c,main_loop_limit_order_normal
2026-04-14T12:50:25.824155814+00:00,CLUSDT,Binance,SELL,0.9788992821405265,91.94,90.0,285039537,xl-b17bd79c83a54f74b32be6dccc24c529,main_loop_limit_order_normal
2026-04-14T12:50:33.474558939+00:00,CLUSDT,Binance,SELL,0.9786863853849499,91.96000000000001,90.0,285045218,xl-ded3a2c4c2a74943b7c679c24af008cb,main_loop_limit_order_normal
2026-04-14T12:50:38.875174109+00:00,CLUSDT,Binance,SELL,0.9782608695652174,92.0,90.0,285051181,xl-7bee8e2021c24953990c1fd62099e726,main_loop_limit_order_normal
2026-04-14T12:50:45.775478340+00:00,CLUSDT,Binance,SELL,0.9784735812133072,91.98,90.0,285055169,xl-4ec6f334f7cb431cb802271d35644ec8,main_loop_limit_order_normal
2026-04-14T12:50:50.724665095+00:00,CLUSDT,Binance,SELL,0.97911227154047,91.92,90.0,285058388,xl-5a64760143e844a6a85144825e4549da,main_loop_limit_order_normal
2026-04-14T12:51:16.125192231+00:00,CLUSDT,Binance,SELL,0.978579971729912,91.97,90.0,285075148,xl-d3097005258949cf990fa4afae9a33b9,main_loop_limit_order_normal
2026-04-14T12:51:32.375131712+00:00,CLUSDT,Binance,SELL,0.9787928221859706,91.95,90.0,285083175,xl-7bdafe81c4aa4845b7ae23c0610990c6,main_loop_limit_order_normal
2026-04-14T12:51:39.225348654+00:00,CLUSDT,Binance,SELL,0.9784735812133072,91.98,90.0,285086180,xl-5d688ec1d5b0448e859de441a5846596,main_loop_limit_order_normal
2026-04-14T12:52:11.624708440+00:00,CLUSDT,Binance,SELL,0.97836721382759,91.99,90.0,285099712,xl-a40ae63db71b44b99edbd799532e1e06,main_loop_limit_order_normal
2026-04-14T12:52:34.524873533+00:00,CLUSDT,Binance,SELL,0.9779419754427904,92.03,90.0,285106422,xl-075d8708b26c4747b933c4bf053dd841,main_loop_limit_order_normal
2026-04-14T12:52:40.974084859+00:00,CLUSDT,Binance,SELL,0.9776232891592439,92.06,90.0,285108779,xl-ced73c8209124274a1a7454fe37885ba,main_loop_limit_order_normal
2026-04-14T12:52:57.174798508+00:00,CLUSDT,Binance,SELL,0.9773048105114561,92.09,90.0,285114181,xl-0a8c794e63e44533998d7d457f843008,main_loop_limit_order_normal
2026-04-14T12:53:02.074738408+00:00,CLUSDT,Binance,SELL,0.9775171065493645,92.07000000000001,90.0,285115444,xl-6b63d2e10e4c45a28cbd65f7fe3eb8ac,main_loop_limit_order_normal
2026-04-14T12:53:21.425277808+00:00,CLUSDT,Binance,SELL,0.9782608695652174,92.0,90.0,285120928,xl-c924ecf6086d413890c3812e83e61820,main_loop_limit_order_normal
2026-04-14T12:53:38.174984044+00:00,CLUSDT,Binance,SELL,0.9784735812133072,91.98,90.0,285125453,xl-ebf4115e6d9e4725bb0ab27ba3c0cbe1,main_loop_limit_order_normal
2026-04-14T12:53:57.224887106+00:00,CLUSDT,Binance,SELL,0.9781545484186501,92.01,90.0,285129890,xl-0ef8dbe3709144b998f31345e4b56c99,main_loop_limit_order_normal
2026-04-14T12:54:10.724762568+00:00,CLUSDT,Binance,SELL,0.9774109470026064,92.08,90.0,285134384,xl-fe320ebe23d7490b8bbc53db74db6a67,main_loop_limit_order_normal
2026-04-14T12:54:20.974533685+00:00,CLUSDT,Binance,SELL,0.9776232891592439,92.06,90.0,285136872,xl-f53b828f4fd640c48c1ddc18a3f888fd,main_loop_limit_order_normal
2026-04-14T12:54:27.924623107+00:00,CLUSDT,Binance,SELL,0.9778357235984354,92.04,90.0,285138745,xl-f6b9b180f41a4e9fa966271979dc49da,main_loop_limit_order_normal
2026-04-14T12:54:51.124958445+00:00,CLUSDT,Binance,SELL,0.9790057652561731,91.93,90.0,285144090,xl-5bd3fca143c44f4ea50a7342a8fb669d,main_loop_limit_order_normal
2026-04-14T12:55:05.124559544+00:00,CLUSDT,Binance,SELL,0.9790057652561731,91.93,90.0,285148707,xl-8d4ce94059c94ebaabd034ae8083395e,main_loop_limit_order_normal
2026-04-14T12:55:08.924148343+00:00,CLUSDT,Binance,SELL,0.9794319294809011,91.89,90.0,285150665,xl-8cab61fe7bb84747a681efaeef56b2e4,main_loop_limit_order_normal
2026-04-14T12:55:13.324883388+00:00,CLUSDT,Binance,SELL,0.9787928221859706,91.95,90.0,285152802,xl-de3bf9fb66c6430da0d6eb283515c53b,main_loop_limit_order_normal
2026-04-14T12:55:50.875154247+00:00,CLUSDT,Binance,SELL,0.9788992821405265,91.94,90.0,285165803,xl-b9178d0d8fe44a5ca956b061dde67f5c,main_loop_limit_order_normal
2026-04-14T12:56:08.274911666+00:00,CLUSDT,Binance,SELL,0.9784735812133072,91.98,90.0,285173873,xl-95284a9871744d04b7841785bbfa088d,main_loop_limit_order_normal
2026-04-14T12:56:13.624401811+00:00,CLUSDT,Binance,SELL,0.9787928221859706,91.95,90.0,285176164,xl-02c2b21c8a3143c9a5b6fe317663f4e9,main_loop_limit_order_normal
2026-04-14T12:56:29.475185688+00:00,CLUSDT,Binance,SELL,0.9782608695652174,92.0,90.0,285180615,xl-12081623c319447b905d3b17b0c0f5f9,main_loop_limit_order_normal
2026-04-14T12:56:43.024675334+00:00,CLUSDT,Binance,SELL,0.9790057652561731,91.93,90.0,285186264,xl-64d9ea64ff944b5b8ce8a706bf9f65a4,main_loop_limit_order_normal
2026-04-14T12:57:04.725129201+00:00,CLUSDT,Binance,SELL,0.978579971729912,91.97,90.0,285193615,xl-a842a26ddf034882a1d88e64150ea905,main_loop_limit_order_normal
2026-04-14T12:57:09.575355332+00:00,CLUSDT,Binance,SELL,0.9793253536452665,91.9,90.0,285196045,xl-2cf3e6e46b4741129e763e20ef52a4a0,main_loop_limit_order_normal
2026-04-14T12:57:31.824937899+00:00,CLUSDT,Binance,SELL,0.9787928221859706,91.95,90.0,285206270,xl-ef67d4aa7d54402fa7c4a8725b8078aa,main_loop_limit_order_normal
2026-04-14T12:57:39.774751021+00:00,CLUSDT,Binance,SELL,0.9792188010009792,91.91,90.0,285209574,xl-08b355ed03954d00ab5305ad21803400,main_loop_limit_order_normal
2026-04-14T12:57:55.374675967+00:00,CLUSDT,Binance,SELL,0.9786863853849499,91.96000000000001,90.0,285215501,xl-daf6e13f5df14d6592c493958c74f246,main_loop_limit_order_normal
2026-04-14T12:58:22.875039357+00:00,CLUSDT,Binance,SELL,0.9788992821405265,91.94,90.0,285223114,xl-ac2821820b3f4f9893dbbca2ed822e28,main_loop_limit_order_normal
2026-04-14T12:58:37.574496155+00:00,CLUSDT,Binance,SELL,0.9786863853849499,91.96000000000001,90.0,285228370,xl-f9a5b83f94484290b44869611031ffe0,main_loop_limit_order_normal
2026-04-14T12:59:34.325338501+00:00,CLUSDT,Binance,SELL,0.9792188010009792,91.91,90.0,285243688,xl-f72e1c37a1494573be8cfbe054a10f15,main_loop_limit_order_normal
2026-04-14T12:59:52.725049102+00:00,CLUSDT,Binance,SELL,0.979538528515455,91.88,90.0,285249067,xl-07a83c85ca0b4f9f8309e7fd9ca6baf1,main_loop_limit_order_normal
2026-04-14T13:00:05.225218735+00:00,CLUSDT,Binance,SELL,0.9779419754427904,92.03,90.0,285260279,xl-a9a5a01ad60e41bbbc866544831317d7,main_loop_limit_order_normal
2026-04-14T13:00:08.625612975+00:00,CLUSDT,Binance,SELL,0.9788992821405265,91.94,90.0,285263059,xl-0f53e6608f984cbf8855b4b44c19d140,main_loop_limit_order_normal
2026-04-14T13:00:14.728125653+00:00,CLUSDT,Binance,SELL,0.9781545484186501,92.01,90.0,285267752,xl-779f813ac0a048dc8433dcc91f45725a,main_loop_limit_order_normal
2026-04-14T13:00:18.675814711+00:00,CLUSDT,Binance,SELL,0.9778357235984354,92.04,90.0,285269974,xl-a95a9d634dd34820a03510ce719e2fea,main_loop_limit_order_normal
2026-04-14T13:00:31.074528516+00:00,CLUSDT,Binance,SELL,0.9784735812133072,91.98,90.0,285278385,xl-666757f0bd7b4043baba7a84ecb16fe2,main_loop_limit_order_normal
